"Gene","x","afr_y","amr_y","asj_y","eas_y","fin_y","nfe_y","sas_y","mutability","rvis_afr","rvis_eas","rvis_asj","rvis_nfe","rvis_sas","rvis_amr","rvis_fin"
"DTNA",491,8,5,3,4,4,1,2,3.779805e-05,-0.232311509069833,-0.43971166789803,-0.481122291325425,-0.697111581577237,-0.770452056003443,-0.381060103363197,-0.215829581192645
"DTNB",478,3,5,2,6,0,4,4,3.4173625e-05,-0.539062228051806,-0.0766978911291234,-0.536040266251785,-0.207355958206237,-0.426365541659474,-0.291567337578739,-0.797616114919051
"DTNBP1",337,4,6,4,1,1,0,2,1.6704505e-05,-0.0653079842723188,-0.305233174847098,0.167914557813753,-0.371450138844341,-0.201362405804804,0.253592805172307,-0.229868676638298
"DTWD1",238,3,2,2,0,2,3,2,1.084338e-05,-0.0102349157360826,-0.290354269071457,0.024723876858074,0.167333090802673,-0.0432361631937014,-0.0569905383973079,0.0710980237829098
"DTWD2",313,7,6,3,6,1,3,1,1.30279125e-05,0.251371879086855,0.464494920476201,0.114250904500559,0.119442575596066,-0.225319841964325,0.344374147357923,-0.145374704867672
"DTX1",411,3,2,4,1,1,3,3,4.10484e-05,-0.694898974336164,-0.928295161527843,-0.417213243892713,-0.494834531877409,-0.734995821612587,-0.802804406976989,-0.789344547469345
"DTX2",529,13,9,5,9,5,8,10,3.7641625e-05,0.16013683290125,0.239920551500563,-0.193292520817014,0.263672795050583,0.218953627158403,0.0781042449634665,-0.0459669361573025
"DTX3",220,3,1,0,0,1,0,1,2.12274225e-05,-0.24560894423296,-0.556117489517249,-0.508935059672169,-0.470603070835712,-0.446533242455972,-0.427211666888087,-0.333812604430122
"DTX3L",539,6,9,4,5,7,5,4,2.872535e-05,-0.182221870402204,-0.0723837994588045,-0.121016014299037,0.0488460127264036,-0.279376218591856,0.298257957850908,0.491480281443649
"DTX4",453,5,3,3,2,5,4,5,3.3981725e-05,-0.379149108743616,-0.612292624694788,-0.389391905956486,-0.203149056868329,-0.298040499115007,-0.514481904142728,0.0381434134178509
"DTYMK",206,0,1,1,3,0,0,3,1.35732975e-05,-0.305456851614769,0.0451565576357858,-0.182926467971664,-0.302807013817619,0.00626094745405705,-0.238221589240288,-0.324177435564838
"DUOX1",1363,26,28,15,13,7,15,17,9.210005e-05,-0.0631278473715169,-0.613425168971817,-0.0819166883166659,0.0271696604364282,-0.388287982255826,0.89625786909625,-0.965108408460074
"DUOX2",1484,33,22,18,34,17,19,23,8.31976e-05,0.683199107095061,2.45271589737308,0.55822235963317,0.769459667640405,0.590870218763201,0.4330365952388,0.9023879601216
"DUOXA1",371,9,7,9,7,4,3,4,2.430076e-05,0.151410657551342,0.311106471780843,0.695507679510469,-0.127684045115548,-0.160006079784682,0.179856080554893,0.0943600302077469
"DUOXA2",354,2,3,4,7,3,1,5,1.882253e-05,-0.268878365738517,0.451314695132676,0.117005854008823,-0.281117082580618,0.110936390926549,-0.140180130781724,0.053991302333449
"DUPD1",215,7,5,4,9,5,3,3,1.695193e-05,0.162425423539081,0.769450407058937,0.16196745535392,0.033418738074268,-0.0848905924987714,0.133657880875018,0.42951826970295
"DUS1L",441,4,5,2,2,3,2,4,3.2275975e-05,-0.418265738570651,-0.568635486335047,-0.490427624964683,-0.439283961534365,-0.375168490322739,-0.244711708349686,-0.255190495227778
"DUS2",376,7,3,3,4,0,2,4,2.66868e-05,-0.0582339947288723,-0.155335737007374,-0.214051467893069,-0.316755387003395,-0.224378502600774,-0.334358686654302,-0.62554964286933
"DUS3L",600,7,7,3,5,4,3,4,5.205545e-05,-0.633277810055421,-0.669494883327608,-0.823833018772192,-0.736150160472156,-0.908826045327098,-0.505451328647048,-0.54349897053543
"DUS4L",207,4,3,2,4,1,1,3,1.25951225e-05,0.0278391726678849,0.205317527090568,-0.0173808717473132,-0.144598389958267,0.0326510484242752,0.0135823600101278,-0.135428486550877
"DUSP1",222,4,3,3,2,3,4,5,1.64937e-05,-0.0605296906814897,-0.164711936078051,0.030947494796204,0.180228259853251,0.173765750272785,-0.0826785134292942,0.10751176561815
"DUSP10",377,2,4,0,2,1,2,3,2.69961625e-05,-0.45414999231184,-0.433505167962273,-0.647593851550029,-0.32353734046595,-0.355871940611496,-0.228171671775028,-0.466388439863277
"DUSP11",305,5,2,1,2,1,1,1,1.50963075e-05,0.048925531943916,-0.128948081863517,-0.219533196891549,-0.199429978821165,-0.281122662652388,-0.162000702375661,-0.19290974284216
"DUSP12",256,6,2,1,4,2,1,0,1.4166385e-05,0.147784878686084,0.165103232205076,-0.197181789557477,-0.179044000237154,-0.379182524683843,-0.1390397764722,-0.00527047543514147
"DUSP13",237,5,6,3,3,2,5,4,1.65771275e-05,0.0153598400669459,-0.031721551435954,0.0289422442557336,0.315163892904008,0.0483679829858584,0.256737954773216,-0.0606733100127279
"DUSP14",141,0,1,0,1,1,1,0,1.18703875e-05,-0.266857191054845,-0.181512165176751,-0.284030562160991,-0.128710551714752,-0.317239155632401,-0.196174635704085,-0.118772887334984
"DUSP15",208,9,4,4,4,2,3,5,1.05415075e-05,0.463296047135817,0.257877268871943,0.316049624288406,0.173950928436166,0.334351460179825,0.178115049279023,0.078035612432718
"DUSP16",527,11,10,6,7,6,5,5,3.34927e-05,0.0986189193473513,0.0758542291176786,0.0484638625619386,-0.0556648485280081,-0.284847090464843,0.294371574517595,0.215649415591765
"DUSP18",174,1,2,2,7,2,2,4,1.07636375e-05,-0.163989406375156,0.657577466027036,0.0266405650457626,0.0323165547349413,0.205210341548119,-0.0550215895898129,0.0729306534852015
"DUSP19",170,2,2,2,3,1,1,4,8.2710775e-06,-0.0297094715211773,0.180859436551353,0.0865518434444744,-0.0498052641734859,0.272458052904463,0.00652319623266374,-0.0360545840859881
"DUSP2",229,2,6,2,2,1,5,2,1.30660775e-05,-0.138397600454557,-0.0769877719889617,-0.0287006870730414,0.39213598873127,-0.103202027729808,0.343431782252464,-0.146251798469773
"DUSP21",127,4,2,2,1,2,3,4,1.4071815e-05,-0.00563300552912805,-0.237853964205895,-0.0528744399488433,0.0965576703022484,0.11595862430837,-0.136704726459936,-0.00309709717860803
"DUSP22",128,5,3,3,6,2,3,2,8.72202e-06,0.193412544388902,0.574702183137069,0.217748041395358,0.213839007809278,0.0139959464318689,0.109214930841386,0.119850920289267
"DUSP23",140,3,5,3,2,2,4,4,7.7304925e-06,0.0603252282807421,0.0595683191291122,0.241580768334246,0.372342116195123,0.28704278402229,0.361351039039748,0.142638215325154
"DUSP26",171,2,2,1,1,3,1,2,1.56655225e-05,-0.19731890477908,-0.27864218487726,-0.233214717995833,-0.211908439900647,-0.173331931952864,-0.176055312244121,0.126544746385776
"DUSP27",1083,29,25,14,27,18,16,21,6.20773e-05,0.850784887283589,2.04707134895768,0.497697729516666,0.822136028578304,0.914369426320771,1.29605567220844,1.55408403478063
"DUSP28",170,5,3,5,3,1,1,2,5.70687e-06,0.261758455790927,0.246487555301664,0.574296651849624,0.00640849218876249,0.095342100959952,0.183664134420688,0.0228756578052239
"DUSP3",123,1,0,0,0,0,0,1,1.066357e-05,-0.161721184403426,-0.285752333017037,-0.255023737114106,-0.239019257728783,-0.161532660355712,-0.280203132294736,-0.257307202088738
"DUSP4",290,1,4,0,1,2,1,2,2.24692025e-05,-0.429318424135827,-0.452771303926526,-0.538782578069095,-0.361060448315099,-0.356887079976601,-0.116395588520955,-0.196082510148837
"DUSP5",310,10,6,5,9,6,5,4,1.738041e-05,0.386056027762893,0.758483468534867,0.293702850662031,0.297553813107753,0.0266963493842777,0.236903673364762,0.585941809469995
"DUSP6",293,3,5,5,4,4,4,3,1.61878375e-05,-0.131377380033574,0.113367190553344,0.322367768258441,0.18693352443168,-0.0642763052216224,0.152524396514587,0.280809336176421
"DUSP7",259,2,2,0,2,1,1,1,2.34436575e-05,-0.373625104718632,-0.342584253788945,-0.562204720366691,-0.382422784498046,-0.506325177367984,-0.36810713108568,-0.384745428235798
"DUSP8",315,6,2,2,0,3,3,0,2.94574325e-05,-0.198815915954853,-0.766756462638799,-0.422680601003496,-0.240729919918211,-0.791724700641071,-0.516596301837494,-0.190415643534462
"DUSP9",178,2,1,1,2,1,1,2,1.94765525e-05,-0.283703014218267,-0.241052875643508,-0.324815811609292,-0.295454724639783,-0.276148862483183,-0.383980335104629,-0.293574754407917
"DUT",155,2,2,1,2,0,1,4,1.05150575e-05,-0.0805738027338148,-0.0116985217076794,-0.109419172367732,-0.098998601597381,0.211916847512621,-0.048883815733551,-0.253894143944839
"DUXA",181,4,2,2,1,1,2,2,9.656505e-06,0.0944491053980848,-0.124851505320877,0.0532516026557903,0.0565876248643073,-0.0112155280589487,-0.0276849808368929,-0.0678941379518282
"DVL1",879,9,4,9,6,5,3,6,5.48648e-05,-0.54139459795283,-0.60626972345773,-0.0391311456110325,-0.797744372861795,-0.738317137187069,-0.916319097781951,-0.441793356375404
"DVL2",682,12,8,1,5,4,2,4,4.416815e-05,-0.0655800559824877,-0.467620838125269,-0.918321474280192,-0.699998205329405,-0.696016348488934,-0.196869930898859,-0.362227418544627
"DVL3",551,2,2,1,5,3,0,4,5.022135e-05,-0.980627095818684,-0.622550562357081,-1.06383378072346,-1.10626097468885,-0.859338486172907,-1.02932064266549,-0.667619536922262
"DXO",345,9,5,2,5,5,4,2,2.30260175e-05,0.180305173541006,0.0734805710025807,-0.268095610171253,0.0370246148568862,-0.371909337424986,-0.0163190009402463,0.289923467537326
"DYDC1",118,3,2,1,1,1,1,1,6.6238525e-06,0.0854096886388875,-0.0472354858899313,-0.0158904082189593,-0.0136940663395893,-0.0525454198788344,0.0471956733203115,0.00180165735692162
"DYDC2",133,4,4,3,2,3,2,3,6.37673e-06,0.168792728249906,0.0942160650761621,0.274120460648734,0.128488790971957,0.200418064705726,0.280950983430509,0.340020794182078
"DYM",495,2,4,1,5,2,4,3,3.029055e-05,-0.528824772921613,-0.11244235092648,-0.584741740901073,-0.122230030120758,-0.444751429271061,-0.309514422438443,-0.375830279780525
"DYNAP",184,4,6,4,3,3,3,5,7.7954275e-06,0.136634600577064,0.193033136596617,0.38205605452474,0.234152515018371,0.408439899390065,0.473575461219936,0.307415657254783
"DYNC1H1",2163,3,5,6,7,5,2,4,0.0002737505,-5.98548913565419,-6.08957681731741,-5.74120860835142,-5.7478654537037,-6.91043659162311,-6.2240901426338,-5.48594594539882
"DYNC1I1",390,5,1,0,1,0,0,1,3.3573175e-05,-0.369888416735018,-0.736965898304833,-0.805684281126003,-0.741256955051417,-0.779615781736943,-0.732050836128057,-0.783816000820023
"DYNC1I2",316,3,0,3,1,0,0,5,2.5890675e-05,-0.351310560186306,-0.540339150401591,-0.194915979867226,-0.572833432341517,-0.0797534356930903,-0.656182495399032,-0.607252963171603
"DYNC1LI1",327,7,8,4,2,2,4,5,2.09274e-05,0.0723135053655547,-0.278184830712848,0.0664135381366081,0.0830310492594515,0.0541494651919626,0.376974893449205,-0.160649459973517
"DYNC1LI2",301,1,0,2,2,1,1,1,2.3350175e-05,-0.449287478848408,-0.34019172090732,-0.275886995916057,-0.380373427623756,-0.503803100970544,-0.593452983591128,-0.382597038871164
"DYNC2H1",2766,63,31,29,27,14,25,31,0.0001662745,1.13410841793608,-0.620308136694056,0.123789574570652,-0.231394446305812,-0.665695919321673,-0.594175819627851,-1.50666182064047
"DYNC2LI1",271,7,9,4,3,2,4,3,1.48346125e-05,0.210418942132696,0.0128752210105798,0.212859377623685,0.216599637319537,-0.0277678981005274,0.64124606323623,-0.0206274623722717
"DYNLL1",34,0,0,0,0,0,0,0,3.6045325e-06,-0.0794952506726616,-0.105087501371087,-0.0853534264942514,-0.0842685920975984,-0.0942353669052921,-0.10590605946621,-0.0950784612590378
"DYNLL2",35,0,0,0,0,0,0,0,5.3825825e-06,-0.119798467496713,-0.150594028466807,-0.128090631843763,-0.123247786512131,-0.142205426288155,-0.149808654444678,-0.135941252177562
"DYNLRB1",70,0,1,0,0,0,0,0,5.8417475e-06,-0.130206377529577,-0.162345644964228,-0.139127096196253,-0.133313780977876,-0.154593225357944,-0.0473194409604552,-0.14649366790025
"DYNLRB2",100,1,1,0,1,1,0,0,4.1839125e-06,-0.0148465370675848,0.0152113489917637,-0.0992794204615069,-0.0969700317602131,-0.109866494752801,-0.00638497333894471,0.0578762352312403
"DYNLT1",112,0,0,0,0,0,0,0,5.397495e-06,-0.120136489827003,-0.15097569093212,-0.12844906800781,-0.123574704297048,-0.142607750340505,-0.150176864755548,-0.136283967675836
"DYNLT3",53,1,0,0,0,1,0,2,4.4300825e-06,-0.0204265190834967,-0.126216237080422,-0.105196364106857,-0.102366680802527,0.129788955928612,-0.126290087619789,0.0522187506199612
"DYRK1A",438,2,3,0,1,2,1,2,3.8334325e-05,-0.711159189880306,-0.85882704423231,-0.920130668579124,-0.708868608132237,-0.784921024122202,-0.621956707955706,-0.560693524861457
"DYRK1B",475,4,3,5,5,4,4,6,3.954065e-05,-0.582938089666329,-0.349184536858727,-0.238937512125157,-0.325014594103731,-0.324867899494958,-0.651743788133467,-0.255877782190649
"DYRK2",395,4,4,2,3,3,3,2,3.195961e-05,-0.411094617975151,-0.425410898759901,-0.482823385204248,-0.295583572185557,-0.612930773209067,-0.35072590805261,-0.247919879106018
"DYRK3",460,10,6,2,2,2,0,0,2.49246775e-05,0.215048846738441,-0.380488608064071,-0.313731471667386,-0.551656202428761,-0.669431870505946,0.0506257585974748,-0.252513260451916
"DYRK4",448,10,7,5,5,4,5,7,2.35747e-05,0.245648780317232,0.0594379911258359,0.144817077506234,0.161759821374053,0.229021791181798,0.197783444130224,0.111046061802786
"DYSF",1913,37,26,23,17,19,19,28,0.000131049125,-0.0904173704903858,-1.07003711541962,0.118225582534501,-0.279715136640214,-0.0844528520876846,-0.293303221474433,0.13516337704752
"DYTN",493,18,12,8,9,7,9,13,2.518495e-05,0.831406259280305,0.558730793410594,0.532217240244956,0.673520960264471,0.924477893171847,0.727158699301588,0.572846165457708
"DYX1C1",375,9,8,4,6,3,5,4,1.7593975e-05,0.303433828256038,0.347631146911246,0.146535289976343,0.292871910147299,0.0209346168601209,0.459283114592079,0.0822255529635962
"DZANK1",614,12,15,5,14,7,9,9,3.226845e-05,0.204149255138408,1.05309197356773,-0.0641437283569893,0.518230709045748,0.240768289302464,0.893742169477394,0.410053201729714
"DZIP1",665,8,12,6,5,5,4,8,4.415675e-05,-0.376446273986942,-0.467329063451705,-0.207856082977647,-0.426212685734561,-0.203111258211237,0.258714872114232,-0.195696128503994
"DZIP1L",663,13,13,14,8,10,10,16,3.864545e-05,0.137383280187848,0.0791038338333286,1.06091421266208,0.515197441791981,0.930772912015424,0.508622821892715,0.762312903379606
"DZIP3",815,8,9,2,6,7,0,3,4.625155e-05,-0.423930554268594,-0.385815878198443,-0.826359763917252,-1.01922068037878,-0.875381929807568,-0.134486340923875,0.0886986522289477
"E2F1",228,6,4,3,3,5,4,4,2.19186425e-05,-0.0279352373684471,-0.168428337484066,-0.099445211406814,0.0613007620160406,-0.0957395648985185,-0.102801614022065,0.315372992321185
"E2F2",342,7,6,6,1,3,8,5,2.15326925e-05,0.0585933993551249,-0.428802752889758,0.335932737931554,0.616821926097281,0.0378194128194528,0.134378047267416,-0.00829260850652794
"E2F3",307,8,5,2,3,6,5,4,2.0956535e-05,0.14943355964804,-0.14380488402668,-0.2183539893318,0.219156170986602,-0.0697831222848706,0.0347790046048216,0.503753725685687
"E2F4",295,0,0,1,1,0,1,1,1.82205075e-05,-0.41079474830605,-0.344032710543304,-0.294625764965583,-0.267919402328176,-0.365409916418031,-0.466793666081818,-0.430977990411733
"E2F5",166,2,2,2,1,0,2,1,9.9537575e-06,-0.0678508258433706,-0.132459199641376,0.0461068344935556,0.0500711119341475,-0.142382728166147,-0.03502455530131,-0.240994556995649
"E2F6",184,2,2,0,0,0,0,4,1.23393575e-05,-0.121925105436031,-0.328641307124743,-0.295302629604405,-0.275756284987448,0.162698697011444,-0.0939281755665495,-0.295819505037295
"E2F7",626,16,6,9,9,5,5,8,4.1777625e-05,0.29972931303137,0.134066783316654,0.275431365541864,-0.237290177911776,-0.138924637736972,-0.365496339749248,-0.141019337970401
"E2F8",632,7,4,3,5,3,1,4,4.06343e-05,-0.374382636635603,-0.377175232891363,-0.549296185500093,-0.759292516789884,-0.600672071663681,-0.564920008520219,-0.447281535806887
"E4F1",730,13,12,6,5,7,8,8,5.5550225e-05,-0.245800537526291,-0.758946348447898,-0.481717958577772,-0.128927081205216,-0.510505220047727,-0.0226060881493423,-0.125002909330351
"EAF1",193,2,6,3,4,1,4,4,1.14712425e-05,-0.102247605453163,0.234081803347134,0.151667125485763,0.290333739719664,0.186119708058909,0.382811360057719,-0.109599874505368
"EAF2",189,5,4,0,2,2,2,3,9.6716975e-06,0.171885884671041,0.00988598696999382,-0.231183275404003,0.0562545674222253,0.111522226441663,0.199592112824564,0.0980254860432106
"EAPP",235,4,3,6,3,2,4,6,1.20131625e-05,0.0410304817970496,0.0850858272143221,0.564749190325229,0.278453341213592,0.417795540346397,0.0279517498604483,0.0442143044934206
"EARS2",461,6,6,5,8,3,6,5,2.798295e-05,-0.165393973276248,0.351992466608414,0.0388614124052874,0.201884616984666,-0.136200365558896,-0.024886575721626,-0.156529655206656
"EBAG9",125,0,0,0,1,1,0,1,7.8685775e-06,-0.176148512470321,-0.0790923363266836,-0.187843771944722,-0.177746648056058,-0.0861268422375107,-0.21119120569054,-0.0268044114599718
"EBF1",319,2,1,2,0,1,0,1,3.427095e-05,-0.61905073502308,-0.889957393145787,-0.538379616079851,-0.756554572692261,-0.79844196583872,-0.749280635310201,-0.633578979300299
"EBF2",364,1,2,3,3,2,2,2,2.7854725e-05,-0.55139305219725,-0.320352355144626,-0.242123492013081,-0.34235906966144,-0.50218332191816,-0.477022806505728,-0.319850661801408
"EBF3",301,1,0,0,0,0,0,0,3.578975e-05,-0.731261932972242,-0.928831480411746,-0.858964897534379,-0.789852066965598,-0.962574323034452,-0.900615206511975,-0.834759671446701
"EBF4",326,7,2,4,5,1,2,5,2.827935e-05,-0.0943320730170053,-0.0609692177466787,-0.110296068859447,-0.351667870015383,-0.144196868378985,-0.487507480079523,-0.495878595153153
"EBI3",226,3,2,4,5,1,1,3,1.42043875e-05,-0.0864187428618351,0.299256885150949,0.228007546357933,-0.179877100108516,-0.0107651520974522,-0.139978105048749,-0.17241199655649
"EBNA1BP2",309,4,4,2,1,3,2,9,1.8276525e-05,-0.10094076099171,-0.345466385250246,-0.153937931877677,-0.132383229312475,0.618259987123373,-0.0128733727465753,0.066539404510587
"EBP",96,1,1,0,2,0,1,1,1.2989585e-05,-0.214444729177473,-0.0750300732877625,-0.310931365292377,-0.153245899714593,-0.224285811746592,-0.223809009370374,-0.310762780756078
"EBPL",129,1,0,1,2,2,2,1,8.263965e-06,-0.107329445740088,0.0459148383644646,-0.0553121369318707,0.0871156265293707,-0.0967939807173876,-0.220953835949318,0.130377936157138
"ECD",479,10,8,7,10,6,11,14,2.74016e-05,0.158904630010205,0.637126530572498,0.336902100368961,0.898464609339216,0.987826173325153,0.217117614299689,0.35563313789833
"ECE1",520,6,1,2,7,3,2,5,4.750165e-05,-0.607833245987076,-0.282683583531198,-0.856409909897317,-0.773082092379652,-0.662804322510187,-1.0759941817328,-0.605111812855406
"ECE2",816,14,9,6,9,4,5,6,4.9813325e-05,-0.0379778211640745,-0.0715943888170157,-0.343819853191144,-0.41345615671374,-0.602023069511485,-0.222432644521617,-0.491968101006738
"ECEL1",648,12,9,9,5,5,9,8,4.2957925e-05,-0.0381478442375196,-0.436646099255121,0.247061934325649,0.283892341092167,-0.170768001369131,-0.0531619313099259,-0.168144819462614
"ECH1",315,6,4,3,8,3,3,7,2.009771e-05,0.0133395983188538,0.553805575691649,-0.0556777453643466,-0.0355438873235881,0.322827567388553,-0.0578406351576021,0.0246855836436248
"ECHDC1",238,2,0,1,4,0,0,1,1.19986225e-05,-0.11420169227471,0.220584171218752,-0.145077896291039,-0.268286609925548,-0.197550819862826,-0.313167250148455,-0.287988865615497
"ECHDC2",298,5,4,3,2,2,4,5,1.998045e-05,-0.0617829005666653,-0.253949264458494,-0.0528593128421552,0.103790371699554,0.0796970442114035,-0.054945345705127,-0.138887061916931
"ECHDC3",269,12,5,7,8,6,5,9,1.50545025e-05,0.594343179443899,0.682883803904832,0.633682456140246,0.348543994892039,0.705190799542239,0.180508090838484,0.639397591481469
"ECHS1",223,2,3,2,2,3,2,4,1.48894675e-05,-0.179728169107944,-0.123654365699947,-0.0725273864466712,-0.0581313279760827,0.0938991991756947,-0.0430680190742176,0.144379892117778
"ECI1",332,7,7,5,1,5,5,6,1.9373185e-05,0.107542797676358,-0.373533590944067,0.245804331229373,0.253867089397237,0.219227239049166,0.301524837374899,0.373872610679665
"ECI2",318,6,7,1,6,2,3,5,1.6770285e-05,0.0887621263475314,0.36871250868384,-0.259768536285834,0.037400816516464,0.166303763724757,0.365794753726711,-0.0651123807786988
"ECM1",514,7,8,5,6,5,5,13,3.0355525e-05,-0.141392454412547,0.0210196821277581,-0.0181651545269858,0.0131089845760184,0.78497421876363,0.144181583139541,0.121479158003245
"ECM2",543,14,9,8,5,5,12,7,2.859525e-05,0.44297153863054,-0.0690541196754803,0.450246488779564,1.00906839854624,0.0935733568853781,0.301470300596025,0.16193306834199
"ECSCR",42,0,0,1,0,0,1,0,3.217635e-06,-0.070725389353668,-0.0951854170300432,0.0659819342500246,0.0609790316271054,-0.0837972246982368,-0.0963529859159706,-0.0861868392029227
"ECSIT",385,4,5,4,5,3,4,8,2.7916075e-05,-0.319439369654369,-0.0516718376072984,-0.10156448339089,-0.0701762576180284,0.235043296035473,-0.137060274961333,-0.154992760958207
"ECT2",556,4,7,1,4,2,4,6,3.6805775e-05,-0.520944625370773,-0.41431551361071,-0.74134677946166,-0.265059077462172,-0.251083353534596,-0.128907873073512,-0.525563729322417
"ECT2L",752,23,19,7,17,8,10,8,3.9664425e-05,0.892110214610221,1.26920694967365,0.0421553423229248,0.49285906374103,-0.0819127449332267,1.16645305197196,0.406350503153069
"EDA",160,2,1,3,2,1,2,2,1.8560125e-05,-0.262930465060693,-0.217598499234724,-0.018720710506491,-0.13860037065567,-0.251424758915904,-0.361352552472249,-0.272513778351462
"EDA2R",189,3,4,4,5,3,4,4,1.2713625e-05,-0.0526277349094759,0.337411261377833,0.263839823083064,0.263097282752097,0.152601293710604,0.124482084306263,0.194384872074294
"EDAR",392,8,5,1,4,2,1,2,2.92877e-05,-0.0394079028720529,-0.221901330643182,-0.560636845220584,-0.510538825256842,-0.540843979137132,-0.17092736109906,-0.352782955255345
"EDARADD",145,3,2,2,1,2,2,2,1.13292325e-05,-0.0212477414950492,-0.167662210091862,0.0130459487295985,0.0199173434445657,-0.0563439310721182,-0.0689868798510504,0.0599322450335425
"EDC3",310,2,2,2,0,4,4,3,2.48141875e-05,-0.404690935330455,-0.647916397269645,-0.311075750022701,-0.00217604300862823,-0.297004655484008,-0.401947396355205,0.0825606447378627
"EDC4",907,7,5,3,2,7,5,8,7.6958575e-05,-1.19786228170228,-1.71244983553976,-1.42254172765746,-1.00862786690502,-1.08816829145956,-1.34813235011065,-0.617045468201312
"EDEM1",541,8,3,3,7,3,3,3,2.88089e-05,-0.0285550210336052,0.195727896927226,-0.265057895959133,-0.226512591621675,-0.40477780628837,-0.386756317875857,-0.175511312864039
"EDEM2",423,8,5,4,5,3,4,3,2.9933375e-05,-0.0540433161627663,-0.103301078526018,-0.150051824155658,-0.114399954025243,-0.435115144141937,-0.186869878227101,-0.201353583372124
"EDEM3",594,7,6,9,6,7,5,9,3.6805775e-05,-0.287600317545626,-0.14406337925803,0.394933839291139,-0.128295019573176,0.118356906764614,-0.242733275659999,0.30577780085564
"EDF1",109,0,0,0,0,1,0,1,9.1846125e-06,-0.20597899693567,-0.247900878982642,-0.219475785573426,-0.206597156748366,-0.121632053947058,-0.243685803453257,-0.0570492300788964
"EDIL3",299,4,2,1,2,4,1,2,2.10598e-05,-0.164028838448081,-0.281573383824598,-0.362870486373581,-0.330163098274734,-0.318863004067972,-0.309246599451552,0.168842656131075
"EDN1",163,2,2,3,4,4,4,2,1.0096395e-05,-0.0710839885806214,0.269269424257527,0.184713188188318,0.320474342406044,-0.0230833046695836,-0.0385464705409937,0.420804393092891
"EDN2",153,7,3,1,4,1,1,2,1.064613e-05,0.305360739345282,0.25519957601371,-0.112569612036825,-0.101872014546582,-0.0379145712821694,0.0617057256850655,-0.0906374080931545
"EDN3",243,9,2,0,1,1,1,3,1.37708725e-05,0.39009366541029,-0.230151854756966,-0.329710234487448,-0.170373479755402,0.000930593880293905,-0.12927408352298,-0.162449125801997
"EDNRA",207,0,0,0,2,1,1,0,2.013119e-05,-0.454104175249081,-0.257807195931045,-0.482586003664268,-0.309805856053486,-0.540106843866256,-0.513971153576598,-0.308619384522054
"EDNRB",368,6,5,1,4,3,3,4,2.3208775e-05,-0.0571784714822081,-0.066321814951684,-0.414523032620947,-0.103745322325675,-0.130545702653349,-0.0208314993619799,-0.0468116209288633
"EDRF1",728,8,4,5,3,4,2,4,5.629725e-05,-0.651650730069695,-1.04834101493061,-0.641714647027295,-0.965926032037647,-1.02328104013802,-0.951693228030239,-0.640990435083842
"EEA1",802,7,12,12,9,11,9,11,5.182845e-05,-0.628132001806505,-0.123168973580857,0.459960103943196,0.0894299976448243,-0.0406437872351099,0.0692904588966272,0.625616508234225
"EED",204,0,0,2,0,2,2,0,1.8363025e-05,-0.414025187188975,-0.482807347698531,-0.156017024413955,-0.134279501328925,-0.492403391428395,-0.470312621341148,-0.101716086927751
"EEF1A1",260,0,2,1,0,0,0,0,1.8979895e-05,-0.428007764058141,-0.498595210925779,-0.312878247458761,-0.421331928123525,-0.509045950983531,-0.257891175161413,-0.448430021629168
"EEF1A2",206,1,1,2,1,1,1,1,3.45907625e-05,-0.70408321115971,-0.763010665871333,-0.546066787348643,-0.626797274773535,-0.807070630585721,-0.757177622153318,-0.640929080976945
"EEF1B2",169,2,1,1,2,1,1,1,9.873925e-06,-0.0660412630477832,0.00471028003267264,-0.0940089957254268,-0.0849434832680569,-0.140228937324852,-0.146879442835579,-0.0728908234957889
"EEF1D",666,17,15,14,10,7,12,9,4.44374e-05,0.317221822981866,0.201120418037439,0.921693356579935,0.661759184345022,-0.0875354786647754,0.593267408457276,0.130390834256742
"EEF1E1",121,0,1,0,1,0,0,1,6.6472975e-06,-0.14846578864122,-0.0478355259111812,-0.158489230142276,-0.150973343010778,-0.0531779430747755,-0.0672096372623589,-0.165006597843943
"EEF1G",244,2,0,0,0,1,0,0,2.4290775e-05,-0.392826724323102,-0.634520220930849,-0.582566213479373,-0.537759409688958,-0.652329494046916,-0.616678024995227,-0.404213668884676
"EEF2",641,1,0,0,0,1,0,0,6.076235e-05,-1.29739658772806,-1.56808653110427,-1.45930684694454,-1.33739523889894,-1.63644211680076,-1.51733442252847,-1.24247294979552
"EEF2K",670,9,7,9,11,7,9,10,5.034885e-05,-0.439025541767955,0.184953289722401,0.0694147547264417,0.121866394119473,-0.12387355522537,-0.463310891296799,-0.00546458698345271
"EEFSEC",516,9,8,4,5,3,5,6,3.301599e-05,-0.0461362089284636,-0.182195366145087,-0.224145047539882,-0.0452142994726802,-0.148839077129233,0.0784915678145827,-0.272197341097508
"EEPD1",452,4,3,5,7,3,9,4,3.5677875e-05,-0.495377880943573,0.0199285202736203,-0.146092003745745,0.443487697892186,-0.4669492121992,-0.556363154044424,-0.33337238430703
"EFCAB1",154,2,1,1,1,1,1,0,8.04863e-06,-0.0246672381720841,-0.0837005007932781,-0.0501363547892164,-0.0449286788603605,-0.214132528607509,-0.101810488659885,-0.0309423421574445
