"Gene","Diverse_LOF_SNV","Nfe_43k_LOF_SNV","Nfe_440k_LOF_SNV","All_LOF_SNV","afr_LOF_SNV","asj_LOF_SNV","eas_LOF_SNV","sas_LOF_SNV","nfe_20k_LOF_SNV","possible_lof","mu_mis","mu_syn","mu_lof","LOF_OE_Diverse43k","LOF_OE_NFE43k","LOF_OE_NFE440k","LOF_OE_FullDataset","LOF_OE_AFR","LOF_OE_ASJ","LOF_OE_EAS","LOF_OE_SAS","LOF_OE_NFE20k"
"FDXR",13,17,40,44,3,0,0,6,5,268,2.1559e-05,9.2468e-06,1.4245e-06,0.0485074626865672,0.0634328358208955,0.149253731343284,0.164179104477612,0.0111940298507463,0,0,0.0223880597014925,0.0186567164179104
"FECH",10,6,26,30,0,1,1,2,6,287,1.2724e-05,5.7365e-06,1.3646e-06,0.0348432055749129,0.0209059233449477,0.0905923344947735,0.104529616724739,0,0.00348432055749129,0.00348432055749129,0.00696864111498258,0.0209059233449477
"FEM1A",5,5,14,15,1,0,0,1,4,188,2.4835e-05,1.3115e-05,8.0818e-07,0.0265957446808511,0.0265957446808511,0.074468085106383,0.0797872340425532,0.00531914893617021,0,0,0.00531914893617021,0.0212765957446809
"FEM1B",1,2,14,15,0,0,0,1,0,226,1.8447e-05,6.9443e-06,9.8103e-07,0.00442477876106195,0.00884955752212389,0.0619469026548673,0.0663716814159292,0,0,0,0.00442477876106195,0
"FEM1C",1,1,9,9,0,1,0,0,0,232,1.6769e-05,6.6245e-06,8.5841e-07,0.00431034482758621,0.00431034482758621,0.0387931034482759,0.0387931034482759,0,0.00431034482758621,0,0,0
"FEN1",1,2,10,10,0,0,0,0,1,124,1.3917e-05,4.9074e-06,7.5053e-07,0.00806451612903226,0.0161290322580645,0.0806451612903226,0.0806451612903226,0,0,0,0,0.00806451612903226
"FER",5,6,37,40,2,0,0,2,3,612,1.9753e-05,7.1907e-06,2.3501e-06,0.00816993464052288,0.00980392156862745,0.0604575163398693,0.065359477124183,0.00326797385620915,0,0,0.00326797385620915,0.00490196078431373
"FER1L5",34,28,97,116,13,0,3,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FER1L6",45,26,91,108,11,2,3,13,22,1164,5.2728e-05,2.2179e-05,4.9843e-06,0.038659793814433,0.0223367697594502,0.0781786941580756,0.0927835051546392,0.00945017182130584,0.00171821305841924,0.00257731958762887,0.0111683848797251,0.0189003436426117
"FERD3L",0,1,5,5,0,0,0,0,0,47,4.359e-06,1.9824e-06,1.8276e-07,0,0.0212765957446809,0.106382978723404,0.106382978723404,0,0,0,0,0
"FERMT1",12,8,29,34,2,0,2,7,3,444,2.0538e-05,8.7007e-06,1.9187e-06,0.027027027027027,0.018018018018018,0.0653153153153153,0.0765765765765766,0.0045045045045045,0,0.0045045045045045,0.0157657657657658,0.00675675675675676
"FERMT2",5,2,18,20,1,0,0,2,2,470,1.7252e-05,6.1423e-06,1.6387e-06,0.0106382978723404,0.00425531914893617,0.0382978723404255,0.0425531914893617,0.00212765957446809,0,0,0.00425531914893617,0.00425531914893617
"FERMT3",5,6,23,26,0,0,1,3,2,370,3.0187e-05,1.2954e-05,2.073e-06,0.0135135135135135,0.0162162162162162,0.0621621621621622,0.0702702702702703,0,0,0.0027027027027027,0.00810810810810811,0.00540540540540541
"FES",9,5,42,45,2,0,1,3,5,484,3.2459e-05,1.2698e-05,2.8106e-06,0.018595041322314,0.0103305785123967,0.0867768595041322,0.0929752066115702,0.00413223140495868,0,0.00206611570247934,0.00619834710743802,0.0103305785123967
"FETUB",13,10,24,30,6,1,2,3,3,165,1.0235e-05,4.2569e-06,7.5027e-07,0.0787878787878788,0.0606060606060606,0.145454545454545,0.181818181818182,0.0363636363636364,0.00606060606060606,0.0121212121212121,0.0181818181818182,0.0181818181818182
"FEV",2,2,8,10,1,0,0,1,0,86,4.0263e-06,1.965e-06,2.973e-07,0.0232558139534884,0.0232558139534884,0.0930232558139535,0.116279069767442,0.0116279069767442,0,0,0.0116279069767442,0
"FEZ1",2,1,11,12,0,0,0,1,1,252,1.2367e-05,5.4726e-06,1.088e-06,0.00793650793650794,0.00396825396825397,0.0436507936507936,0.0476190476190476,0,0,0,0.00396825396825397,0.00396825396825397
"FEZ2",24,11,41,55,15,0,0,4,7,244,8.7481e-06,3.6711e-06,8.2592e-07,0.0983606557377049,0.0450819672131148,0.168032786885246,0.225409836065574,0.0614754098360656,0,0,0.0163934426229508,0.0286885245901639
"FEZF1",1,1,7,7,0,0,0,0,1,176,1.2119e-05,5.4835e-06,6.0712e-07,0.00568181818181818,0.00568181818181818,0.0397727272727273,0.0397727272727273,0,0,0,0,0.00568181818181818
"FEZF2",1,0,1,2,0,0,1,0,0,175,1.1306e-05,5.4256e-06,5.7282e-07,0.00571428571428571,0,0.00571428571428571,0.0114285714285714,0,0,0.00571428571428571,0,0
"FFAR1",2,6,10,11,2,0,0,0,1,52,1.3929e-05,7.86e-06,3.4687e-07,0.0384615384615385,0.115384615384615,0.192307692307692,0.211538461538462,0.0384615384615385,0,0,0,0.0192307692307692
"FFAR2",3,0,5,8,3,0,0,0,0,64,1.3951e-05,6.3052e-06,3.9705e-07,0.046875,0,0.078125,0.125,0.046875,0,0,0,0
"FFAR4",7,5,10,15,2,0,2,2,1,116,1.0695e-05,5.1483e-06,5.5373e-07,0.0603448275862069,0.0431034482758621,0.0862068965517241,0.129310344827586,0.0172413793103448,0,0.0172413793103448,0.0172413793103448,0.00862068965517241
"FGA",11,9,35,39,1,0,2,2,6,402,2.5242e-05,9.8716e-06,1.9876e-06,0.027363184079602,0.0223880597014925,0.0870646766169154,0.0970149253731343,0.00248756218905473,0,0.00497512437810945,0.00497512437810945,0.0149253731343284
"FGB",4,5,20,21,3,0,0,0,2,304,1.3604e-05,4.8305e-06,1.1045e-06,0.0131578947368421,0.0164473684210526,0.0657894736842105,0.0690789473684211,0.00986842105263158,0,0,0,0.00657894736842105
"FGD1",2,4,8,8,1,0,0,1,1,505,3.5721e-05,1.432e-05,2.4458e-06,0.00396039603960396,0.00792079207920792,0.0158415841584158,0.0158415841584158,0.00198019801980198,0,0,0.00198019801980198,0.00198019801980198
"FGD2",14,8,27,36,5,0,1,3,5,379,2.6166e-05,1.0658e-05,1.6525e-06,0.0369393139841689,0.0211081794195251,0.0712401055408971,0.0949868073878628,0.0131926121372032,0,0.00263852242744063,0.0079155672823219,0.0131926121372032
"FGD3",3,2,15,17,0,0,0,2,1,366,2.7281e-05,1.327e-05,1.4234e-06,0.00819672131147541,0.00546448087431694,0.040983606557377,0.046448087431694,0,0,0,0.00546448087431694,0.00273224043715847
"FGD4",9,9,34,39,4,0,0,2,3,502,1.9317e-05,6.3658e-06,2.3795e-06,0.0179282868525896,0.0179282868525896,0.0677290836653386,0.0776892430278884,0.00796812749003984,0,0,0.00398406374501992,0.00597609561752988
"FGD5",1,2,13,14,0,0,0,1,0,731,5.1332e-05,2.5393e-05,2.5717e-06,0.00136798905608755,0.0027359781121751,0.0177838577291382,0.0191518467852257,0,0,0,0.00136798905608755,0
"FGD5-AS1",2,0,0,2,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGD6",10,6,50,55,3,0,2,1,4,884,3.681e-05,1.3373e-05,3.1788e-06,0.0113122171945701,0.00678733031674208,0.0565610859728507,0.0622171945701357,0.00339366515837104,0,0.00226244343891403,0.00113122171945701,0.00452488687782805
"FGF1",5,1,7,10,2,0,0,1,2,75,4.8443e-06,2.4936e-06,2.2921e-07,0.0666666666666667,0.0133333333333333,0.0933333333333333,0.133333333333333,0.0266666666666667,0,0,0.0133333333333333,0.0266666666666667
"FGF10",0,0,3,3,0,0,0,0,0,117,4.8462e-06,2.0737e-06,4.7567e-07,0,0,0.0256410256410256,0.0256410256410256,0,0,0,0,0
"FGF11",5,1,12,13,1,0,0,2,4,116,7.5642e-06,2.6902e-06,5.2782e-07,0.0431034482758621,0.00862068965517241,0.103448275862069,0.112068965517241,0.00862068965517241,0,0,0.0172413793103448,0.0344827586206897
"FGF12",0,1,10,10,0,0,0,0,0,141,7.183e-06,2.7892e-06,5.8267e-07,0,0.00709219858156028,0.0709219858156028,0.0709219858156028,0,0,0,0,0
"FGF13",2,1,7,8,0,0,0,2,0,181,7.7842e-06,3.5444e-06,1.0316e-06,0.0110497237569061,0.00552486187845304,0.0386740331491713,0.0441988950276243,0,0,0,0.0110497237569061,0
"FGF14",1,1,5,5,0,0,0,0,1,158,6.4407e-06,2.61e-06,5.9608e-07,0.00632911392405063,0.00632911392405063,0.0316455696202532,0.0316455696202532,0,0,0,0,0.00632911392405063
"FGF16",1,1,3,3,0,0,0,0,1,67,3.6861e-06,1.2627e-06,4.3561e-07,0.0149253731343284,0.0149253731343284,0.0447761194029851,0.0447761194029851,0,0,0,0,0.0149253731343284
"FGF17",0,1,4,4,0,0,0,0,0,110,1.0061e-05,4.1826e-06,4.1662e-07,0,0.00909090909090909,0.0363636363636364,0.0363636363636364,0,0,0,0,0
"FGF18",0,0,1,1,0,0,0,0,0,118,1.041e-05,4.1328e-06,3.8785e-07,0,0,0.00847457627118644,0.00847457627118644,0,0,0,0,0
"FGF19",1,0,4,4,0,0,0,0,1,57,4.9317e-06,2.3286e-06,1.0901e-07,0.0175438596491228,0,0.0701754385964912,0.0701754385964912,0,0,0,0,0.0175438596491228
"FGF2",3,2,7,8,0,0,0,3,0,99,6.1476e-06,2.4341e-06,5.7126e-07,0.0303030303030303,0.0202020202020202,0.0707070707070707,0.0808080808080808,0,0,0,0.0303030303030303,0
"FGF20",1,2,9,9,0,0,0,0,1,87,4.676e-06,1.9851e-06,2.3049e-07,0.0114942528735632,0.0229885057471264,0.103448275862069,0.103448275862069,0,0,0,0,0.0114942528735632
"FGF21",3,1,6,7,1,0,0,1,1,66,8.1832e-06,3.9501e-06,2.5143e-07,0.0454545454545455,0.0151515151515152,0.0909090909090909,0.106060606060606,0.0151515151515152,0,0,0.0151515151515152,0.0151515151515152
"FGF22",12,6,18,23,5,0,2,1,6,61,8.1041e-06,3.1333e-06,3.1882e-07,0.19672131147541,0.0983606557377049,0.295081967213115,0.377049180327869,0.0819672131147541,0,0.0327868852459016,0.0163934426229508,0.0983606557377049
"FGF23",2,1,8,10,0,0,0,2,0,77,1.1175e-05,5.5733e-06,2.589e-07,0.025974025974026,0.012987012987013,0.103896103896104,0.12987012987013,0,0,0,0.025974025974026,0
"FGF3",6,6,10,11,1,0,0,1,4,71,1.0093e-05,4.2055e-06,3.5327e-07,0.0845070422535211,0.0845070422535211,0.140845070422535,0.154929577464789,0.0140845070422535,0,0,0.0140845070422535,0.0563380281690141
"FGF4",1,2,5,5,1,0,0,0,0,74,5.2248e-06,2.8314e-06,3.3155e-07,0.0135135135135135,0.027027027027027,0.0675675675675676,0.0675675675675676,0.0135135135135135,0,0,0,0
"FGF5",7,5,13,16,3,0,1,1,3,112,7.485e-06,2.7739e-06,5.8419e-07,0.0625,0.0446428571428571,0.116071428571429,0.142857142857143,0.0267857142857143,0,0.00892857142857143,0.00892857142857143,0.0267857142857143
"FGF6",3,0,6,8,1,0,1,1,0,87,8.4243e-06,3.9815e-06,4.3527e-07,0.0344827586206897,0,0.0689655172413793,0.0919540229885057,0.0114942528735632,0,0.0114942528735632,0.0114942528735632,0
"FGF7",1,1,5,5,0,0,0,0,1,115,4.2199e-06,1.5101e-06,5.375e-07,0.00869565217391304,0.00869565217391304,0.0434782608695652,0.0434782608695652,0,0,0,0,0.00869565217391304
"FGF8",1,1,9,9,0,0,0,1,1,128,1.0175e-05,4.3342e-06,6.8333e-07,0.0078125,0.0078125,0.0703125,0.0703125,0,0,0,0.0078125,0.0078125
"FGF9",0,0,2,2,0,0,0,0,0,107,6.004e-06,2.7433e-06,5.4518e-07,0,0,0.0186915887850467,0.0186915887850467,0,0,0,0,0
"FGFBP1",3,3,7,8,1,0,0,1,2,37,5.7304e-06,2.3661e-06,1.1819e-07,0.0810810810810811,0.0810810810810811,0.189189189189189,0.216216216216216,0.027027027027027,0,0,0.027027027027027,0.0540540540540541
"FGFBP2",3,2,7,8,2,0,0,0,1,26,7.2024e-06,2.9842e-06,9.4747e-08,0.115384615384615,0.0769230769230769,0.269230769230769,0.307692307692308,0.0769230769230769,0,0,0,0.0384615384615385
"FGFBP3",3,1,9,11,1,0,1,1,0,61,4.6639e-06,2.4646e-06,1.4164e-07,0.0491803278688525,0.0163934426229508,0.147540983606557,0.180327868852459,0.0163934426229508,0,0.0163934426229508,0.0163934426229508,0
"FGFR1",5,1,15,17,2,0,0,0,3,490,3.1767e-05,1.3989e-05,2.3393e-06,0.0102040816326531,0.00204081632653061,0.0306122448979592,0.0346938775510204,0.00408163265306122,0,0,0,0.00612244897959184
"FGFR1OP",3,3,17,18,0,0,0,1,2,291,9.3184e-06,3.572e-06,1.0613e-06,0.0103092783505155,0.0103092783505155,0.0584192439862543,0.0618556701030928,0,0,0,0.00343642611683849,0.00687285223367698
"FGFR1OP2",0,2,10,10,0,0,0,0,0,163,8.0214e-06,3.2945e-06,1.0983e-06,0,0.0122699386503067,0.0613496932515337,0.0613496932515337,0,0,0,0,0
"FGFR2",4,5,21,21,0,0,0,0,4,499,2.8141e-05,1.2618e-05,2.4832e-06,0.00801603206412826,0.0100200400801603,0.0420841683366733,0.0420841683366733,0,0,0,0,0.00801603206412826
"FGFR3",11,8,34,37,2,0,1,5,6,405,3.8847e-05,2.0602e-05,1.9993e-06,0.0271604938271605,0.0197530864197531,0.0839506172839506,0.091358024691358,0.00493827160493827,0,0.00246913580246914,0.0123456790123457,0.0148148148148148
"FGFR4",14,10,39,45,5,0,1,4,7,413,3.6371e-05,1.6797e-05,2.4902e-06,0.0338983050847458,0.0242130750605327,0.0944309927360775,0.108958837772397,0.0121065375302663,0,0.00242130750605327,0.00968523002421308,0.0169491525423729
"FGFRL1",1,2,15,15,0,0,0,1,1,175,2.5951e-05,1.3996e-05,8.4796e-07,0.00571428571428571,0.0114285714285714,0.0857142857142857,0.0857142857142857,0,0,0,0.00571428571428571,0.00571428571428571
"FGG",5,2,16,16,1,0,0,2,3,297,1.1353e-05,4.4968e-06,1.2066e-06,0.0168350168350168,0.00673400673400673,0.0538720538720539,0.0538720538720539,0.00336700336700337,0,0,0.00673400673400673,0.0101010101010101
"FGGY",15,10,39,45,5,0,1,6,10,374,1.7339e-05,7.7282e-06,1.5831e-06,0.0401069518716578,0.0267379679144385,0.10427807486631,0.120320855614973,0.0133689839572193,0,0.00267379679144385,0.0160427807486631,0.0267379679144385
"FGL1",11,11,33,36,4,0,2,2,3,216,8.6118e-06,3.2358e-06,9.2657e-07,0.0509259259259259,0.0509259259259259,0.152777777777778,0.166666666666667,0.0185185185185185,0,0.00925925925925926,0.00925925925925926,0.0138888888888889
"FGL2",4,1,8,12,3,0,0,1,0,206,1.1881e-05,4.7889e-06,7.3571e-07,0.0194174757281553,0.00485436893203883,0.0388349514563107,0.058252427184466,0.0145631067961165,0,0,0.00485436893203883,0
"FGR",3,4,9,11,2,0,0,0,1,300,2.0099e-05,9.1117e-06,1.4369e-06,0.01,0.0133333333333333,0.03,0.0366666666666667,0.00666666666666667,0,0,0,0.00333333333333333
"FH",4,3,17,20,1,0,1,2,0,270,1.4318e-05,5.3262e-06,1.0795e-06,0.0148148148148148,0.0111111111111111,0.062962962962963,0.0740740740740741,0.0037037037037037,0,0.0037037037037037,0.00740740740740741,0
"FHAD1",35,19,65,81,15,0,4,8,12,140,7.2042e-06,3.6456e-06,4.1007e-07,0.25,0.135714285714286,0.464285714285714,0.578571428571429,0.107142857142857,0,0.0285714285714286,0.0571428571428571,0.0857142857142857
"FHDC1",7,5,25,26,2,0,0,1,4,464,3.9661e-05,1.6782e-05,1.9811e-06,0.0150862068965517,0.0107758620689655,0.0538793103448276,0.0560344827586207,0.00431034482758621,0,0,0.0021551724137931,0.00862068965517241
"FHIT",6,2,13,16,1,0,1,2,3,75,5.5742e-06,2.1331e-06,2.6096e-07,0.08,0.0266666666666667,0.173333333333333,0.213333333333333,0.0133333333333333,0,0.0133333333333333,0.0266666666666667,0.04
"FHL1",2,1,5,5,0,0,0,0,2,196,1.0828e-05,4.4549e-06,7.6176e-07,0.0102040816326531,0.00510204081632653,0.0255102040816327,0.0255102040816327,0,0,0,0,0.0102040816326531
"FHL2",2,2,11,11,0,0,0,0,2,178,9.99e-06,3.6012e-06,5.879e-07,0.0112359550561798,0.0112359550561798,0.0617977528089888,0.0617977528089888,0,0,0,0,0.0112359550561798
"FHL3",7,1,11,13,1,0,0,2,5,166,1.1754e-05,4.8278e-06,8.1261e-07,0.0421686746987952,0.00602409638554217,0.0662650602409639,0.0783132530120482,0.00602409638554217,0,0,0.0120481927710843,0.0301204819277108
"FHL5",5,3,13,14,1,0,1,1,2,177,7.3545e-06,2.8127e-06,6.5057e-07,0.0282485875706215,0.0169491525423729,0.0734463276836158,0.0790960451977401,0.00564971751412429,0,0.00564971751412429,0.00564971751412429,0.0112994350282486
"FHOD1",20,14,47,55,4,0,2,7,10,567,4.7689e-05,1.8212e-05,2.5975e-06,0.0352733686067019,0.0246913580246914,0.0828924162257496,0.0970017636684303,0.00705467372134039,0,0.00352733686067019,0.0123456790123457,0.017636684303351
"FHOD3",19,15,55,60,5,0,0,4,10,794,4.6952e-05,2.1568e-05,3.4419e-06,0.0239294710327456,0.0188916876574307,0.0692695214105793,0.0755667506297229,0.00629722921914358,0,0,0.00503778337531486,0.0125944584382872
"FIBCD1",13,11,29,34,4,1,0,5,7,180,2.3532e-05,1.2337e-05,1.0285e-06,0.0722222222222222,0.0611111111111111,0.161111111111111,0.188888888888889,0.0222222222222222,0.00555555555555556,0,0.0277777777777778,0.0388888888888889
"FIBIN",0,0,5,5,0,0,0,0,0,63,7.1354e-06,3.4167e-06,2.2e-07,0,0,0.0793650793650794,0.0793650793650794,0,0,0,0,0
"FIBP",8,7,24,25,3,0,0,3,6,201,1.3177e-05,5.233e-06,8.2869e-07,0.0398009950248756,0.0348258706467662,0.119402985074627,0.124378109452736,0.0149253731343284,0,0,0.0149253731343284,0.0298507462686567
"FICD",4,2,10,12,2,0,0,3,0,148,1.9236e-05,1.014e-05,4.901e-07,0.027027027027027,0.0135135135135135,0.0675675675675676,0.0810810810810811,0.0135135135135135,0,0,0.0202702702702703,0
"FIG4",18,16,58,67,4,0,2,6,8,635,2.6738e-05,8.9927e-06,2.8235e-06,0.0283464566929134,0.0251968503937008,0.0913385826771654,0.105511811023622,0.0062992125984252,0,0.0031496062992126,0.0094488188976378,0.0125984251968504
"FIGLA",4,3,9,10,0,1,0,1,2,111,4.89e-06,2.0056e-06,3.3587e-07,0.036036036036036,0.027027027027027,0.0810810810810811,0.0900900900900901,0,0.00900900900900901,0,0.00900900900900901,0.018018018018018
"FIGN",1,1,5,6,1,0,0,0,0,288,2.403e-05,1.0839e-05,1.158e-06,0.00347222222222222,0.00347222222222222,0.0173611111111111,0.0208333333333333,0.00347222222222222,0,0,0,0
"FIGNL1",7,4,16,19,1,0,0,4,3,261,1.8478e-05,5.8725e-06,1.2166e-06,0.0268199233716475,0.0153256704980843,0.0613026819923372,0.0727969348659004,0.00383141762452107,0,0,0.0153256704980843,0.0114942528735632
"FIGNL2",4,4,18,19,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILIP1",10,9,39,41,3,1,2,2,5,597,3.461e-05,1.3972e-05,3.2427e-06,0.016750418760469,0.0150753768844221,0.0653266331658292,0.068676716917923,0.0050251256281407,0.0016750418760469,0.0033500837520938,0.0033500837520938,0.0083752093802345
"FILIP1L",13,7,35,38,2,0,2,3,7,575,2.9615e-05,1.1117e-05,2.3943e-06,0.0226086956521739,0.0121739130434783,0.0608695652173913,0.0660869565217391,0.00347826086956522,0,0.00347826086956522,0.00521739130434783,0.0121739130434783
"FIP1L1",4,3,13,13,0,1,0,1,3,418,1.8173e-05,5.9075e-06,2.6592e-06,0.00956937799043062,0.00717703349282297,0.0311004784688995,0.0311004784688995,0,0.00239234449760766,0,0.00239234449760766,0.00717703349282297
"FIS1",7,1,9,14,3,1,1,0,2,108,6.0049e-06,2.8951e-06,3.9101e-07,0.0648148148148148,0.00925925925925926,0.0833333333333333,0.12962962962963,0.0277777777777778,0.00925925925925926,0.00925925925925926,0,0.0185185185185185
"FITM1",4,1,8,10,2,0,0,1,1,90,1.2128e-05,5.3867e-06,7.2122e-07,0.0444444444444444,0.0111111111111111,0.0888888888888889,0.111111111111111,0.0222222222222222,0,0,0.0111111111111111,0.0111111111111111
"FITM2",2,3,5,6,1,0,0,0,1,101,7.7289e-06,3.9232e-06,5.1999e-07,0.0198019801980198,0.0297029702970297,0.0495049504950495,0.0594059405940594,0.0099009900990099,0,0,0,0.0099009900990099
"FIZ1",1,2,6,6,0,0,0,0,1,133,2.3231e-05,1.195e-05,5.3943e-07,0.0075187969924812,0.0150375939849624,0.0451127819548872,0.0451127819548872,0,0,0,0,0.0075187969924812
"FJX1",4,2,11,14,0,0,0,3,1,98,8.813e-06,4.1681e-06,3.9953e-07,0.0408163265306122,0.0204081632653061,0.112244897959184,0.142857142857143,0,0,0,0.0306122448979592,0.0102040816326531
"FKBP10",9,9,26,28,5,2,1,1,5,259,2.3891e-05,1.1516e-05,1.3921e-06,0.0347490347490347,0.0347490347490347,0.1003861003861,0.108108108108108,0.0193050193050193,0.00772200772200772,0.00386100386100386,0.00386100386100386,0.0193050193050193
"FKBP11",9,4,16,21,3,0,2,3,1,119,5.635e-06,2.1332e-06,6.3449e-07,0.0756302521008403,0.0336134453781513,0.134453781512605,0.176470588235294,0.0252100840336134,0,0.0168067226890756,0.0252100840336134,0.00840336134453781
"FKBP14",3,2,8,10,2,0,0,0,1,122,4.7885e-06,1.8868e-06,4.6038e-07,0.0245901639344262,0.0163934426229508,0.0655737704918033,0.0819672131147541,0.0163934426229508,0,0,0,0.00819672131147541
"FKBP15",17,20,55,62,6,2,0,3,7,802,3.3798e-05,1.3896e-05,3.5639e-06,0.0211970074812968,0.0249376558603491,0.0685785536159601,0.0773067331670823,0.00748129675810474,0.00249376558603491,0,0.00374064837905237,0.00872817955112219
"FKBP1A",1,3,9,10,1,0,0,0,0,70,2.6631e-06,1.0066e-06,3.2155e-07,0.0142857142857143,0.0428571428571429,0.128571428571429,0.142857142857143,0.0142857142857143,0,0,0,0
"FKBP1B",0,0,1,1,0,0,0,0,0,69,2.8622e-06,1.474e-06,2.0916e-07,0,0,0.0144927536231884,0.0144927536231884,0,0,0,0,0
"FKBP1C",3,2,4,6,1,0,1,0,1,25,3.9968e-06,1.4528e-06,2.1041e-07,0.12,0.08,0.16,0.24,0.04,0,0.04,0,0.04
"FKBP2",4,3,10,12,2,0,0,0,2,84,4.1809e-06,1.6861e-06,3.0176e-07,0.0476190476190476,0.0357142857142857,0.119047619047619,0.142857142857143,0.0238095238095238,0,0,0,0.0238095238095238
"FKBP3",0,4,14,14,0,0,0,0,0,165,5.2446e-06,1.9842e-06,6.1702e-07,0,0.0242424242424242,0.0848484848484849,0.0848484848484849,0,0,0,0,0
"FKBP4",4,2,18,22,1,0,0,3,0,280,1.3996e-05,5.2248e-06,1.2365e-06,0.0142857142857143,0.00714285714285714,0.0642857142857143,0.0785714285714286,0.00357142857142857,0,0,0.0107142857142857,0
"FKBP5",2,3,15,16,1,0,0,0,1,314,1.2913e-05,5.1057e-06,9.1417e-07,0.00636942675159236,0.00955414012738853,0.0477707006369427,0.0509554140127389,0.00318471337579618,0,0,0,0.00318471337579618
"FKBP6",3,4,20,22,0,0,0,2,1,213,1.1163e-05,4.5914e-06,1.1064e-06,0.0140845070422535,0.0187793427230047,0.0938967136150235,0.103286384976526,0,0,0,0.00938967136150235,0.00469483568075117
"FKBP7",9,4,14,19,1,0,0,4,4,129,6.1288e-06,2.2366e-06,5.2469e-07,0.0697674418604651,0.0310077519379845,0.108527131782946,0.147286821705426,0.00775193798449612,0,0,0.0310077519379845,0.0310077519379845
"FKBP8",3,1,6,8,0,0,1,1,1,210,1.8618e-05,9.8895e-06,8.7581e-07,0.0142857142857143,0.00476190476190476,0.0285714285714286,0.0380952380952381,0,0,0.00476190476190476,0.00476190476190476,0.00476190476190476
"FKBP9",7,6,24,26,4,0,0,3,3,285,1.8003e-05,8.4404e-06,1.1827e-06,0.0245614035087719,0.0210526315789474,0.0842105263157895,0.0912280701754386,0.0140350877192982,0,0,0.0105263157894737,0.0105263157894737
"FKBPL",7,5,16,18,3,0,1,1,4,132,1.1577e-05,4.1477e-06,1.1169e-06,0.053030303030303,0.0378787878787879,0.121212121212121,0.136363636363636,0.0227272727272727,0,0.00757575757575758,0.00757575757575758,0.0303030303030303
"FKRP",5,3,16,18,1,0,0,1,3,118,2.6326e-05,1.3589e-05,5.8844e-07,0.0423728813559322,0.0254237288135593,0.135593220338983,0.152542372881356,0.00847457627118644,0,0,0.00847457627118644,0.0254237288135593
"FKTN",8,4,22,27,3,0,2,3,1,299,1.2328e-05,4.6077e-06,1.4089e-06,0.0267558528428094,0.0133779264214047,0.0735785953177258,0.0903010033444816,0.0100334448160535,0,0.00668896321070234,0.0100334448160535,0.00334448160535117
"FLAD1",10,9,26,29,4,0,1,0,6,271,1.8984e-05,7.0213e-06,1.3129e-06,0.03690036900369,0.033210332103321,0.0959409594095941,0.107011070110701,0.014760147601476,0,0.003690036900369,0,0.022140221402214
"FLCN",6,5,23,23,3,0,0,0,4,293,2.4541e-05,1.1444e-05,1.3498e-06,0.0204778156996587,0.0170648464163823,0.0784982935153584,0.0784982935153584,0.0102389078498294,0,0,0,0.0136518771331058
"FLG",139,101,285,336,34,5,21,51,64,23,0.00012583,4.9682e-05,6.8828e-08,6.04347826086957,4.39130434782609,12.3913043478261,14.6086956521739,1.47826086956522,0.217391304347826,0.91304347826087,2.21739130434783,2.78260869565217
"FLG-AS1",0,1,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLG2",41,25,84,96,9,0,6,14,23,21,5.5185e-05,2.2462e-05,5.9962e-08,1.95238095238095,1.19047619047619,4,4.57142857142857,0.428571428571429,0,0.285714285714286,0.666666666666667,1.0952380952381
"FLI1",3,3,10,11,1,0,0,2,1,262,1.6895e-05,8.7789e-06,1.0614e-06,0.0114503816793893,0.0114503816793893,0.0381679389312977,0.0419847328244275,0.00381679389312977,0,0,0.00763358778625954,0.00381679389312977
"FLII",21,14,61,71,5,1,1,7,10,757,5.2671e-05,2.2445e-05,3.5185e-06,0.0277410832232497,0.0184940554821664,0.0805812417437252,0.0937912813738441,0.00660501981505945,0.00132100396301189,0.00132100396301189,0.00924702774108322,0.0132100396301189
"FLNA",3,2,18,18,1,0,1,2,3,1304,0.00011323,6.0434e-05,5.3292e-06,0.00230061349693252,0.00153374233128834,0.0138036809815951,0.0138036809815951,0.000766871165644172,0,0.000766871165644172,0.00153374233128834,0.00230061349693252
"FLNB",21,15,72,77,4,0,1,4,14,1356,9.7337e-05,4.8596e-05,5.8627e-06,0.0154867256637168,0.0110619469026549,0.0530973451327434,0.0567846607669617,0.00294985250737463,0,0.000737463126843658,0.00294985250737463,0.0103244837758112
"FLNC",11,7,40,44,1,1,1,3,5,1284,0.00011671,5.7919e-05,5.434e-06,0.00856697819314642,0.00545171339563863,0.0311526479750779,0.0342679127725857,0.000778816199376947,0.000778816199376947,0.000778816199376947,0.00233644859813084,0.00389408099688474
"FLNC-AS1",1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
